fortis	0.778391033333333	0.221608966666667	250000.5
scandens	0.551397451612903	0.448602548387097	250000.5
fortis	0.81750785	0.18249215	750000.5
scandens	0.269196741935484	0.730803258064516	750000.5
fortis	0.8888195	0.1111805	1250000.5
scandens	0.342103483870968	0.657896516129032	1250000.5
fortis	0.7632098	0.2367902	1750000.5
scandens	0.216643387096774	0.783356612903226	1750000.5
fortis	0.953129833333333	0.0468701666666667	2250000.5
scandens	0.690587290322581	0.309412709677419	2250000.5
fortis	0.948838033333333	0.0511619666666667	2750000.5
scandens	0.732150870967742	0.267849129032258	2750000.5
fortis	0.414752416666667	0.585247583333333	3250000.5
scandens	0.0519561935483871	0.948043806451613	3250000.5
fortis	0.429489966666667	0.570510033333333	3750000.5
scandens	0.145893322580645	0.854106677419355	3750000.5
fortis	0.709720933333333	0.290279066666667	4250000.5
scandens	0.289371419354839	0.710628580645161	4250000.5
fortis	0.891368016666667	0.108631983333333	4750000.5
scandens	0.421964	0.578036	4750000.5
fortis	0.59852995	0.40147005	5250000.5
scandens	0.202097870967742	0.797902129032258	5250000.5
fortis	0.71517655	0.28482345	5750000.5
scandens	0.265350774193548	0.734649225806452	5750000.5
fortis	0.576904883333333	0.423095116666667	6250000.5
scandens	0.178299258064516	0.821700741935484	6250000.5
fortis	0.7264952	0.2735048	6750000.5
scandens	0.221653774193548	0.778346225806452	6750000.5
fortis	0.671947733333333	0.328052266666667	7250000.5
scandens	0.189701	0.810299	7250000.5
fortis	0.75514925	0.24485075	7750000.5
scandens	0.31993035483871	0.68006964516129	7750000.5
fortis	0.579251066666667	0.420748933333333	8250000.5
scandens	0.199890709677419	0.800109290322581	8250000.5
fortis	0.593827683333333	0.406172316666667	8750000.5
scandens	0.249007612903226	0.750992387096774	8750000.5
fortis	0.958057166666667	0.0419428333333333	9250000.5
scandens	0.710872483870968	0.289127516129032	9250000.5
fortis	0.866318316666667	0.133681683333333	9750000.5
scandens	0.428665387096774	0.571334612903226	9750000.5
fortis	0.847269533333333	0.152730466666667	10250000.5
scandens	0.406431032258065	0.593568967741935	10250000.5
fortis	0.713541516666667	0.286458483333333	10750000.5
scandens	0.227148032258065	0.772851967741935	10750000.5
fortis	0.783815516666667	0.216184483333333	11250000.5
scandens	0.247471548387097	0.752528451612903	11250000.5
fortis	0.88988355	0.11011645	11750000.5
scandens	0.319984129032258	0.680015870967742	11750000.5
fortis	0.8937803	0.1062197	12250000.5
scandens	0.326202225806452	0.673797774193548	12250000.5
fortis	0.809240066666667	0.190759933333333	12750000.5
scandens	0.373156322580645	0.626843677419355	12750000.5
fortis	0.943933016666667	0.0560669833333333	13250000.5
scandens	0.362769290322581	0.637230709677419	13250000.5
fortis	0.898357516666667	0.101642483333333	13750000.5
scandens	0.468094419354839	0.531905580645161	13750000.5
fortis	0.871446133333333	0.128553866666667	14250000.5
scandens	0.451824677419355	0.548175322580645	14250000.5
fortis	0.8853635	0.1146365	14750000.5
scandens	0.402470516129032	0.597529483870968	14750000.5
fortis	0.88459765	0.11540235	15250000.5
scandens	0.292469193548387	0.707530806451613	15250000.5
fortis	0.859318516666667	0.140681483333333	15750000.5
scandens	0.211920903225806	0.788079096774194	15750000.5
fortis	0.849419833333333	0.150580166666667	16250000.5
scandens	0.297760677419355	0.702239322580645	16250000.5
fortis	0.700946933333333	0.299053066666667	16750000.5
scandens	0.298844064516129	0.701155935483871	16750000.5
fortis	0.591911616666667	0.408088383333333	17250000.5
scandens	0.154844387096774	0.845155612903226	17250000.5
fortis	0.7901906	0.2098094	17750000.5
scandens	0.296102225806452	0.703897774193548	17750000.5
fortis	0.606604066666667	0.393395933333333	18250000.5
scandens	0.155393258064516	0.844606741935484	18250000.5
fortis	0.77546955	0.22453045	18750000.5
scandens	0.379265516129032	0.620734483870968	18750000.5
fortis	0.802521383333333	0.197478616666667	19250000.5
scandens	0.226651967741935	0.773348032258064	19250000.5
fortis	0.84972155	0.15027845	19750000.5
scandens	0.366695548387097	0.633304451612903	19750000.5
fortis	0.844878366666667	0.155121633333333	20250000.5
scandens	0.323195419354839	0.676804580645161	20250000.5
fortis	0.801567083333333	0.198432916666667	20750000.5
scandens	0.297010322580645	0.702989677419355	20750000.5
fortis	0.889778816666667	0.110221183333333	21250000.5
scandens	0.378096612903226	0.621903387096774	21250000.5
fortis	0.870533633333333	0.129466366666667	21750000.5
scandens	0.484853258064516	0.515146741935484	21750000.5
fortis	0.82200875	0.17799125	22250000.5
scandens	0.287014806451613	0.712985193548387	22250000.5
fortis	0.83898015	0.16101985	22750000.5
scandens	0.243719774193548	0.756280225806452	22750000.5
fortis	0.783893383333333	0.216106616666667	23250000.5
scandens	0.249610032258065	0.750389967741935	23250000.5
fortis	0.787990366666667	0.212009633333333	23750000.5
scandens	0.414822612903226	0.585177387096774	23750000.5
fortis	0.751885516666667	0.248114483333333	24250000.5
scandens	0.219591741935484	0.780408258064516	24250000.5
fortis	0.8569504	0.1430496	24750000.5
scandens	0.61008064516129	0.38991935483871	24750000.5
fortis	0.8361841	0.1638159	25250000.5
scandens	0.357447548387097	0.642552451612903	25250000.5
fortis	0.815070116666667	0.184929883333333	25750000.5
scandens	0.240432	0.759568	25750000.5
fortis	0.80880965	0.19119035	26250000.5
scandens	0.263764677419355	0.736235322580645	26250000.5
fortis	0.764101483333333	0.235898516666667	26750000.5
scandens	0.241300032258065	0.758699967741935	26750000.5
fortis	0.726585433333333	0.273414566666667	27250000.5
scandens	0.259236064516129	0.740763935483871	27250000.5
fortis	0.859695766666667	0.140304233333333	27750000.5
scandens	0.264586612903226	0.735413387096774	27750000.5
fortis	0.853155066666667	0.146844933333333	28250000.5
scandens	0.337352677419355	0.662647322580645	28250000.5
fortis	0.716302883333333	0.283697116666667	28750000.5
scandens	0.299613548387097	0.700386451612903	28750000.5
fortis	0.733933666666667	0.266066333333333	29250000.5
scandens	0.297975	0.702025	29250000.5
fortis	0.774189033333333	0.225810966666667	29750000.5
scandens	0.34255235483871	0.65744764516129	29750000.5
fortis	0.714388533333333	0.285611466666667	30250000.5
scandens	0.217874096774194	0.782125903225806	30250000.5
fortis	0.7912897	0.2087103	30750000.5
scandens	0.275180967741935	0.724819032258065	30750000.5
fortis	0.792078483333333	0.207921516666667	31250000.5
